part,part_var,time,condition,event_var,var
2,-0.8317424540963203,2250,vs_right,0.15804891177040717,-0.6736935423259132
2,-0.8317424540963203,2750,vs_left,4.750303875597332,3.918561421501012
2,-0.8317424540963203,3250,vs_right,-1.1006347447751867,-1.932377198871507
2,-0.8317424540963203,3750,vs_left,5.311690040158995,4.479947586062675
2,-0.8317424540963203,4250,vs_right,2.9079120808497354,2.076169626753415
2,-0.8317424540963203,4750,vs_left,-4.328850388609181,-5.160592842705501
2,-0.8317424540963203,5250,vs_right,-1.930446579779754,-2.7621890338760746
2,-0.8317424540963203,5750,vs_left,-2.0789976374839396,-2.91074009158026
2,-0.8317424540963203,6250,vs_right,-0.9185632215390331,-1.7503056756353534
2,-0.8317424540963203,6750,vs_left,-6.091227822074613,-6.922970276170933
2,-0.8317424540963203,7250,vs_right,2.8146422294291873,1.982899775332867
2,-0.8317424540963203,7750,vs_left,3.491253343348588,2.659510889252268
2,-0.8317424540963203,8250,vs_right,3.4968037992483176,2.6650613451519973
2,-0.8317424540963203,8750,vs_left,-0.3456334210799245,-1.1773758751762449
2,-0.8317424540963203,9250,vs_right,-1.923171534038737,-2.7549139881350575
2,-0.8317424540963203,9750,vs_left,1.5915563496974494,0.7598138956011291
2,-0.8317424540963203,10250,vs_right,0.4730789305025852,-0.3586635235937351
2,-0.8317424540963203,10750,vs_left,-0.8390521364103736,-1.6707945905066939
2,-0.8317424540963203,11250,vs_right,-0.5765094256805245,-1.4082518797768449
2,-0.8317424540963203,11750,vs_left,3.7091597223350856,2.8774172682387653
2,-0.8317424540963203,12250,vs_right,-2.2365595068604356,-3.068301960956756
2,-0.8317424540963203,12750,vs_left,2.5466131807511223,1.714870726654802
2,-0.8317424540963203,13250,vs_right,2.2827640171476298,1.4510215630513095
2,-0.8317424540963203,13750,vs_left,-1.7068462043929011,-2.538588658489221
2,-0.8317424540963203,14250,vs_right,-0.6579115854528911,-1.4896540395492113
2,-0.8317424540963203,14750,vs_left,0.10758460000251421,-0.7241578540938061
2,-0.8317424540963203,15250,vs_right,-0.5066844357500132,-1.3384268898463336
2,-0.8317424540963203,15750,vs_left,2.922247646751784,2.090505192655464
2,-0.8317424540963203,16250,vs_right,3.3286889499307764,2.496946495834456
2,-0.8317424540963203,16750,vs_left,0.5282702322099367,-0.30347222188638356
2,-0.8317424540963203,17250,vs_right,-1.2944280543102726,-2.126170508406593
2,-0.8317424540963203,17750,vs_left,1.1606056588993001,0.3288632048029798
2,-0.8317424540963203,18250,vs_right,5.538084625036048,4.7063421709397275
2,-0.8317424540963203,18750,vs_left,3.9894359911381514,3.157693537041831
2,-0.8317424540963203,19250,vs_right,-2.0512327843948164,-2.8829752384911367
2,-0.8317424540963203,19750,vs_left,-6.696144125344193,-7.527886579440514
3,3.837386689134878,250,vs_right,0.27353478483412885,4.1109214739690065
3,3.837386689134878,750,vs_left,-0.09603204213528511,3.741354646999593
3,3.837386689134878,1250,vs_right,1.9518371050564913,5.789223794191369
3,3.837386689134878,1750,vs_left,-2.826658830598216,1.010727858536662
3,3.837386689134878,2250,vs_right,-0.2138699421009775,3.6235167470339005
3,3.837386689134878,2750,vs_left,-1.755946296034012,2.0814403931008663
3,3.837386689134878,3250,vs_right,1.7563592063846656,5.593745895519543
3,3.837386689134878,3750,vs_left,7.666545462149569,11.503932151284447
3,3.837386689134878,4250,vs_right,-0.9970504781276035,2.8403362110072745
3,3.837386689134878,4750,vs_left,-2.1215551761739833,1.7158315129608948
3,3.837386689134878,5250,vs_right,-2.249441594105704,1.5879450950291738
3,3.837386689134878,5750,vs_left,-0.18720409909242394,3.650182590042454
3,3.837386689134878,6250,vs_right,-1.8554469931180932,1.9819396960167848
3,3.837386689134878,6750,vs_left,0.054077436894349074,3.891464126029227
3,3.837386689134878,7250,vs_right,5.18060412780596,9.017990816940838
3,3.837386689134878,7750,vs_left,-0.7538150061311675,3.0835716830037105
3,3.837386689134878,8250,vs_right,-0.9916020452420743,2.8457846438928036
3,3.837386689134878,8750,vs_left,-4.6379412760968135,-0.8005545869619355
3,3.837386689134878,9250,vs_right,-1.4379610826733267,2.399425606461551
3,3.837386689134878,9750,vs_left,0.7370343205324392,4.574421009667317
3,3.837386689134878,10250,vs_right,4.893537900561439,8.730924589696317
3,3.837386689134878,10750,vs_left,-1.4084041556462714,2.4289825334886066
3,3.837386689134878,11250,vs_right,3.9004164803418924,7.73780316947677
3,3.837386689134878,11750,vs_left,2.7207560291075508,6.558142718242429
3,3.837386689134878,12250,vs_right,0.37494438511509587,4.212331074249974
3,3.837386689134878,12750,vs_left,-0.17275688094729158,3.6646298081875863
3,3.837386689134878,13250,vs_right,-2.6811192450774497,1.1562674440574283
3,3.837386689134878,13750,vs_left,-3.3326649339102525,0.5047217552246255
3,3.837386689134878,14250,vs_right,2.021372423244387,5.858759112379265
3,3.837386689134878,14750,vs_left,-1.6270422268831306,2.210344462251747
3,3.837386689134878,15250,vs_right,1.0681887126631684,4.905575401798046
3,3.837386689134878,15750,vs_left,0.5460215453487001,4.3834082344835785
3,3.837386689134878,16250,vs_right,1.542026185502883,5.379412874637761
3,3.837386689134878,16750,vs_left,-0.5696325639163788,3.267754125218499
3,3.837386689134878,17250,vs_right,-3.1152888916944317,0.7220977974404463
3,3.837386689134878,17750,vs_left,0.045581355688844805,3.882968044823723
3,3.837386689134878,18250,vs_right,-2.377711071160382,1.4596756179744959
3,3.837386689134878,18750,vs_left,2.478851576273227,6.316238265408105
3,3.837386689134878,19250,vs_right,-5.417002355101326,-1.5796156659664482
3,3.837386689134878,19750,vs_left,-3.0546421708702876,0.7827445182645905
4,-1.651925920680509,250,vs_right,-0.6785477534901665,-2.3304736741706753
4,-1.651925920680509,750,vs_left,-2.947285052578506,-4.599210973259015
4,-1.651925920680509,1250,vs_right,-0.8733343725184213,-2.5252602931989303
4,-1.651925920680509,1750,vs_left,-0.2092567310691595,-1.8611826517496686
4,-1.651925920680509,2250,vs_right,4.028907204811362,2.376981284130853
4,-1.651925920680509,2750,vs_left,0.8890456094105237,-0.7628803112699853
4,-1.651925920680509,3250,vs_right,2.303899426883477,0.6519735062029679
4,-1.651925920680509,3750,vs_left,-3.8004060151907466,-5.452331935871255
4,-1.651925920680509,4250,vs_right,3.0778692405952492,1.4259433199147402
4,-1.651925920680509,4750,vs_left,1.749876880733772,0.09795096005326287
4,-1.651925920680509,5250,vs_right,-1.7459601506579094,-3.3978860713384185
4,-1.651925920680509,5750,vs_left,-0.30324797783865615,-1.9551738985191651
4,-1.651925920680509,6250,vs_right,0.6416673052473637,-1.0102586154331452
4,-1.651925920680509,6750,vs_left,0.20525187661570155,-1.4466740440648076
4,-1.651925920680509,7250,vs_right,2.3140598614481545,0.6621339407676454
4,-1.651925920680509,7750,vs_left,1.2647518348388123,-0.38717408584169677
4,-1.651925920680509,8250,vs_right,-0.05137078332682127,-1.7032967040073304
4,-1.651925920680509,8750,vs_left,-0.23205939282100516,-1.883985313501514
4,-1.651925920680509,9250,vs_right,-1.808109742867602,-3.460035663548111
4,-1.651925920680509,9750,vs_left,2.223717646776347,0.5717917260958378
4,-1.651925920680509,10250,vs_right,3.8060227553252495,2.1540968346447404
4,-1.651925920680509,10750,vs_left,-0.814121160525719,-2.466047081206228
4,-1.651925920680509,11250,vs_right,2.975943242183286,1.3240173215027768
4,-1.651925920680509,11750,vs_left,0.5447374098780438,-1.1071885108024653
4,-1.651925920680509,12250,vs_right,1.3045593461939045,-0.3473665744866046
4,-1.651925920680509,12750,vs_left,0.7738746273527674,-0.8780512933277417
4,-1.651925920680509,13250,vs_right,-1.8497069941411939,-3.5016329148217027
4,-1.651925920680509,13750,vs_left,1.5921168549125564,-0.05980906576795264
4,-1.651925920680509,14250,vs_right,1.8718035948913192,0.21987767421081017
4,-1.651925920680509,14750,vs_left,-1.3440350188349701,-2.995960939515479
4,-1.651925920680509,15250,vs_right,0.45351121298742086,-1.1984147076930882
4,-1.651925920680509,15750,vs_left,-0.41145932346871283,-2.063385244149222
4,-1.651925920680509,16250,vs_right,-0.929845190355232,-2.5817711110357413
4,-1.651925920680509,16750,vs_left,2.664413336844211,1.0124874161637019
4,-1.651925920680509,17250,vs_right,3.0367640848306148,1.3848381641501057
4,-1.651925920680509,17750,vs_left,0.3293395284110785,-1.3225863922694305
4,-1.651925920680509,18250,vs_right,-1.0918962331705646,-2.743822153851074
4,-1.651925920680509,18750,vs_left,-1.222884281009855,-2.874810201690364
4,-1.651925920680509,19250,vs_right,-2.795579727839233,-4.447505648519742
4,-1.651925920680509,19750,vs_left,2.966338863120057,1.314412942439548
5,-0.4038566040449392,250,vs_right,-0.269334715396948,-0.6731913194418873
5,-0.4038566040449392,750,vs_left,-3.115301344483083,-3.519157948528022
5,-0.4038566040449392,1250,vs_right,-2.109080250460687,-2.512936854505626
5,-0.4038566040449392,1750,vs_left,0.01593535861315486,-0.38792124543178436
5,-0.4038566040449392,2250,vs_right,-1.445597185050877,-1.8494537890958163
5,-0.4038566040449392,2750,vs_left,-1.0462772190687968,-1.450133823113736
5,-0.4038566040449392,3250,vs_right,-1.690599445257005,-2.0944560493019444
5,-0.4038566040449392,3750,vs_left,2.8897608962408947,2.4859042921959555
5,-0.4038566040449392,4250,vs_right,-0.05544914764525216,-0.4593057516901914
5,-0.4038566040449392,4750,vs_left,-1.342232355747901,-1.7460889597928402
5,-0.4038566040449392,5250,vs_right,-1.176127923135909,-1.5799845271808481
5,-0.4038566040449392,5750,vs_left,2.0096186316324034,1.6057620275874642
5,-0.4038566040449392,6250,vs_right,-1.1343539175961186,-1.5382105216410578
5,-0.4038566040449392,6750,vs_left,-0.9399598246858356,-1.3438164287307748
5,-0.4038566040449392,7250,vs_right,-0.6504766676925428,-1.054333271737482
5,-0.4038566040449392,7750,vs_left,-2.8358956767181,-3.2397522807630392
5,-0.4038566040449392,8250,vs_right,2.265636128786749,1.8617795247418099
5,-0.4038566040449392,8750,vs_left,-3.233737746113492,-3.637594350158431
5,-0.4038566040449392,9250,vs_right,-1.3147416311249613,-1.7185982351699005
5,-0.4038566040449392,9750,vs_left,1.1100463629241024,0.7061897588791632
5,-0.4038566040449392,10250,vs_right,0.34062257759259873,-0.0632340264523405
5,-0.4038566040449392,10750,vs_left,0.7922409204381713,0.38838431639323207
5,-0.4038566040449392,11250,vs_right,1.2709825536245227,0.8671259495795836
5,-0.4038566040449392,11750,vs_left,1.174340652864436,0.7704840488194968
5,-0.4038566040449392,12250,vs_right,1.9274511982615317,1.5235945942165925
5,-0.4038566040449392,12750,vs_left,3.5504287677199753,3.146572163675036
5,-0.4038566040449392,13250,vs_right,-2.1523637924551773,-2.5562203965001165
5,-0.4038566040449392,13750,vs_left,0.7044083119257867,0.30055170788084745
5,-0.4038566040449392,14250,vs_right,-2.3752572298125703,-2.7791138338575094
5,-0.4038566040449392,14750,vs_left,4.051010447448889,3.64715384340395
5,-0.4038566040449392,15250,vs_right,2.1504646784271637,1.7466080743822245
5,-0.4038566040449392,15750,vs_left,3.133450232109332,2.729593628064393
5,-0.4038566040449392,16250,vs_right,0.8253453365191845,0.4214887324742453
5,-0.4038566040449392,16750,vs_left,-5.902570517564653,-6.306427121609593
5,-0.4038566040449392,17250,vs_right,1.5067193656811837,1.1028627616362445
5,-0.4038566040449392,17750,vs_left,-1.4606779558965695,-1.8645345599415086
5,-0.4038566040449392,18250,vs_right,3.0104098377847466,2.6065532337398074
5,-0.4038566040449392,18750,vs_left,-2.576876173763158,-2.980732777808097
5,-0.4038566040449392,19250,vs_right,-0.40991821781797544,-0.8137748218629146
5,-0.4038566040449392,19750,vs_left,-2.2649098008463415,-2.6687664048912807
6,3.1067677597970134,250,vs_right,-3.1925304892913733,-0.08576272949435992
6,3.1067677597970134,750,vs_left,-2.2950474567781427,0.8117203030188707
6,3.1067677597970134,1250,vs_right,-3.4511392852731255,-0.34437152547611216
6,3.1067677597970134,1750,vs_left,1.3280578798651312,4.434825639662145
6,3.1067677597970134,2250,vs_right,-1.273771811397929,1.8329959483990843
6,3.1067677597970134,2750,vs_left,0.20364643814223138,3.3104141979392447
6,3.1067677597970134,3250,vs_right,2.456838793008214,5.563606552805227
6,3.1067677597970134,3750,vs_left,-0.158773394830351,2.9479943649666622
6,3.1067677597970134,4250,vs_right,-1.718010424850959,1.3887573349460545
6,3.1067677597970134,4750,vs_left,-2.1088507939490135,0.9979169658479998
6,3.1067677597970134,5250,vs_right,2.040561326637214,5.147329086434228
6,3.1067677597970134,5750,vs_left,0.7542734779297278,3.861041237726741
6,3.1067677597970134,6250,vs_right,1.4182729464673403,4.525040706264353
6,3.1067677597970134,6750,vs_left,0.3880034997978744,3.494771259594888
6,3.1067677597970134,7250,vs_right,1.1177361052295989,4.2245038650266125
6,3.1067677597970134,7750,vs_left,-0.4945326902169568,2.6122350695800565
6,3.1067677597970134,8250,vs_right,-0.6834291721106495,2.423338587686364
6,3.1067677597970134,8750,vs_left,3.8260398800634734,6.932807639860487
6,3.1067677597970134,9250,vs_right,4.166173783993605,7.272941543790618
6,3.1067677597970134,9750,vs_left,-3.1165895918155666,-0.009821832018553245
6,3.1067677597970134,10250,vs_right,-0.9659626762879567,2.140805083509057
6,3.1067677597970134,10750,vs_left,1.871452639748005,4.978220399545018
6,3.1067677597970134,11250,vs_right,2.506821559961691,5.613589319758704
6,3.1067677597970134,11750,vs_left,-2.746615118568283,0.36015264122873036
6,3.1067677597970134,12250,vs_right,4.178723502992588,7.285491262789601
6,3.1067677597970134,12750,vs_left,0.309745423893284,3.4165131836902973
6,3.1067677597970134,13250,vs_right,-0.10259166051713137,3.004176099279882
6,3.1067677597970134,13750,vs_left,-0.4379394645130549,2.6688282952839586
6,3.1067677597970134,14250,vs_right,2.941864968842256,6.048632728639269
6,3.1067677597970134,14750,vs_left,1.3668510709084758,4.473618830705489
6,3.1067677597970134,15250,vs_right,2.665602280998909,5.772370040795922
6,3.1067677597970134,15750,vs_left,-1.465443881517782,1.6413238782792314
6,3.1067677597970134,16250,vs_right,2.918775323808785,6.025543083605799
6,3.1067677597970134,16750,vs_left,0.198291503296832,3.3050592630938453
6,3.1067677597970134,17250,vs_right,5.13646757059314,8.243235330390153
6,3.1067677597970134,17750,vs_left,-1.9223657622467203,1.184401997550293
6,3.1067677597970134,18250,vs_right,-0.45094545833903316,2.65582230145798
6,3.1067677597970134,18750,vs_left,3.4595493818409686,6.566317141637982
6,3.1067677597970134,19250,vs_right,1.4262160871000327,4.5329838468970465
6,3.1067677597970134,19750,vs_left,3.998305377703366,7.10507313750038
7,0.9446656632764407,250,vs_right,0.9457533749672992,1.8904190382437398
7,0.9446656632764407,750,vs_left,-0.43232827700133947,0.5123373862751013
7,0.9446656632764407,1250,vs_right,3.096583069162669,4.04124873243911
7,0.9446656632764407,1750,vs_left,1.119143900012943,2.063809563289384
7,0.9446656632764407,2250,vs_right,-2.4645472006482256,-1.5198815373717849
7,0.9446656632764407,2750,vs_left,-0.9998874471656478,-0.055221783889207066
7,0.9446656632764407,3250,vs_right,-1.239589633037027,-0.2949239697605863
7,0.9446656632764407,3750,vs_left,0.5637168569283538,1.5083825202047945
7,0.9446656632764407,4250,vs_right,1.593462880514636,2.5381285437910766
7,0.9446656632764407,4750,vs_left,0.9322996827070796,1.8769653459835203
7,0.9446656632764407,5250,vs_right,1.7980061292627298,2.742671792539171
7,0.9446656632764407,5750,vs_left,3.2378453745567928,4.182511037833233
7,0.9446656632764407,6250,vs_right,3.4067049032120473,4.351370566488488
7,0.9446656632764407,6750,vs_left,4.015175269787361,4.959840933063801
7,0.9446656632764407,7250,vs_right,-1.077212970864133,-0.13254730758769218
7,0.9446656632764407,7750,vs_left,0.3579372174760578,1.3026028807524985
7,0.9446656632764407,8250,vs_right,-2.0949708582421183,-1.1503051949656775
7,0.9446656632764407,8750,vs_left,-1.240915778238599,-0.29625011496215836
7,0.9446656632764407,9250,vs_right,4.331391167248231,5.276056830524672
7,0.9446656632764407,9750,vs_left,0.14492203206836513,1.0895876953448058
7,0.9446656632764407,10250,vs_right,-2.090303016702231,-1.1456373534257904
7,0.9446656632764407,10750,vs_left,-1.410913391087074,-0.4662477278106332
7,0.9446656632764407,11250,vs_right,2.018481835821549,2.96314749909799
7,0.9446656632764407,11750,vs_left,-4.82943379780952,-3.884768134533079
7,0.9446656632764407,12250,vs_right,0.5183336545854371,1.4629993178618779
7,0.9446656632764407,12750,vs_left,-3.0638262550588022,-2.1191605917823617
7,0.9446656632764407,13250,vs_right,-0.3445340084670365,0.6001316548094042
7,0.9446656632764407,13750,vs_left,-3.9493135432065687,-3.004647879930128
7,0.9446656632764407,14250,vs_right,-1.7813370435430378,-0.836671380266597
7,0.9446656632764407,14750,vs_left,2.7667143734981114,3.7113800367745524
7,0.9446656632764407,15250,vs_right,-2.874610442593336,-1.9299447793168951
7,0.9446656632764407,15750,vs_left,3.404173662066505,4.348839325342945
7,0.9446656632764407,16250,vs_right,1.7972285845518265,2.7418942478282675
7,0.9446656632764407,16750,vs_left,5.754721841598175,6.699387504874616
7,0.9446656632764407,17250,vs_right,-0.7409216589639732,0.20374400431246753
7,0.9446656632764407,17750,vs_left,-3.081726252383692,-2.137060589107251
7,0.9446656632764407,18250,vs_right,-0.6401766183502756,0.30448904492616513
7,0.9446656632764407,18750,vs_left,2.6060856828433887,3.5507513461198297
7,0.9446656632764407,19250,vs_right,-2.1107393469045235,-1.1660736836280827
7,0.9446656632764407,19750,vs_left,-1.887743797290569,-0.9430781340141283
8,-3.339578705226924,250,vs_right,-5.189262860313999,-8.528841565540922
8,-3.339578705226924,750,vs_left,0.8749643510391779,-2.464614354187746
8,-3.339578705226924,1250,vs_right,3.029627190350939,-0.3099515148759848
8,-3.339578705226924,1750,vs_left,-4.28150394837488,-7.621082653601803
8,-3.339578705226924,2250,vs_right,2.2129043522538203,-1.1266743529731036
8,-3.339578705226924,2750,vs_left,4.924513234708516,1.584934529481592
8,-3.339578705226924,3250,vs_right,-1.920039533598261,-5.259618238825185
8,-3.339578705226924,3750,vs_left,-2.202632045628668,-5.542210750855592
8,-3.339578705226924,4250,vs_right,-2.4445877800257407,-5.784166485252665
8,-3.339578705226924,4750,vs_left,2.0868182674160165,-1.2527604378109074
8,-3.339578705226924,5250,vs_right,-1.9925509219080928,-5.332129627135017
8,-3.339578705226924,5750,vs_left,-2.270399069158631,-5.6099777743855554
8,-3.339578705226924,6250,vs_right,-2.700322759349148,-6.039901464576072
8,-3.339578705226924,6750,vs_left,-3.8883048555851305,-7.227883560812055
8,-3.339578705226924,7250,vs_right,2.0251428370186915,-1.3144358682082324
8,-3.339578705226924,7750,vs_left,2.0811364594763395,-1.2584422457505844
8,-3.339578705226924,8250,vs_right,-1.3852660352152146,-4.724844740442139
8,-3.339578705226924,8750,vs_left,-1.9488629491553344,-5.288441654382258
8,-3.339578705226924,9250,vs_right,5.257791859833243,1.918213154606319
8,-3.339578705226924,9750,vs_left,2.8464498477535303,-0.49312885747339363
8,-3.339578705226924,10250,vs_right,-1.4522480394814765,-4.7918267447084
8,-3.339578705226924,10750,vs_left,3.70216662952699,0.36258792430006626
8,-3.339578705226924,11250,vs_right,-3.063270606650783,-6.4028493118777074
8,-3.339578705226924,11750,vs_left,0.10222157075121273,-3.2373571344757113
8,-3.339578705226924,12250,vs_right,0.13685854787984728,-3.2027201573470765
8,-3.339578705226924,12750,vs_left,-0.09390797858153353,-3.4334866838084572
8,-3.339578705226924,13250,vs_right,-1.2330440636692717,-4.572622768896196
8,-3.339578705226924,13750,vs_left,1.4197548430281504,-1.9198238621987735
8,-3.339578705226924,14250,vs_right,5.093079740007992,1.7535010347810682
8,-3.339578705226924,14750,vs_left,-1.646705543968809,-4.986284249195733
8,-3.339578705226924,15250,vs_right,-0.878046528153425,-4.217625233380349
8,-3.339578705226924,15750,vs_left,-1.9347085608293122,-5.274287266056236
8,-3.339578705226924,16250,vs_right,1.2455588819583252,-2.0940198232685985
8,-3.339578705226924,16750,vs_left,-2.764709198963509,-6.104287904190433
8,-3.339578705226924,17250,vs_right,-5.121809569729258,-8.461388274956182
8,-3.339578705226924,17750,vs_left,-1.504242250851576,-4.8438209560785
8,-3.339578705226924,18250,vs_right,1.1529359288522645,-2.1866427763746596
8,-3.339578705226924,18750,vs_left,-2.765015713193528,-6.104594418420452
8,-3.339578705226924,19250,vs_right,-3.63553169762465,-6.975110402851573
8,-3.339578705226924,19750,vs_left,-0.9608530424161137,-4.300431747643038
9,0.3137003897476722,250,vs_right,2.6175328819796646,2.931233271727337
9,0.3137003897476722,750,vs_left,-1.6875390029811368,-1.3738386132334646
9,0.3137003897476722,1250,vs_right,-0.11639106733555413,0.1973093224121181
9,0.3137003897476722,1750,vs_left,-0.4553953161730516,-0.1416949264253794
9,0.3137003897476722,2250,vs_right,0.5479141421623267,0.8616145319099989
9,0.3137003897476722,2750,vs_left,3.816906332453262,4.130606722200934
9,0.3137003897476722,3250,vs_right,-5.658515547592478,-5.344815157844806
9,0.3137003897476722,3750,vs_left,-0.8001348348419957,-0.48643444509432343
9,0.3137003897476722,4250,vs_right,-1.9253049706921304,-1.6116045809444581
9,0.3137003897476722,4750,vs_left,-1.6569968590391873,-1.343296469291515
9,0.3137003897476722,5250,vs_right,-1.1780439122186162,-0.8643435224709439
9,0.3137003897476722,5750,vs_left,2.8324775655002195,3.1461779552478917
9,0.3137003897476722,6250,vs_right,-2.6457040635449385,-2.3320036737972663
9,0.3137003897476722,6750,vs_left,-5.009657016069481,-4.695956626321808
9,0.3137003897476722,7250,vs_right,1.518846522704481,1.8325469124521532
9,0.3137003897476722,7750,vs_left,3.1163975227695384,3.4300979125172106
9,0.3137003897476722,8250,vs_right,3.1069229997708865,3.4206233895185587
9,0.3137003897476722,8750,vs_left,0.355640519932077,0.6693409096797492
9,0.3137003897476722,9250,vs_right,0.5929417551214899,0.9066421448691622
9,0.3137003897476722,9750,vs_left,-0.09911546915192243,0.2145849205957498
9,0.3137003897476722,10250,vs_right,-2.401238315457699,-2.0875379257100266
9,0.3137003897476722,10750,vs_left,-0.30723099082666105,0.006469398921011171
9,0.3137003897476722,11250,vs_right,-3.855789429638991,-3.542089039891319
9,0.3137003897476722,11750,vs_left,-2.0451954890248345,-1.7314950992771623
9,0.3137003897476722,12250,vs_right,4.797369183660799,5.1110695734084715
9,0.3137003897476722,12750,vs_left,0.07856179410438019,0.3922621838520524
9,0.3137003897476722,13250,vs_right,0.5573853019657624,0.8710856917134346
9,0.3137003897476722,13750,vs_left,3.835085751074586,4.148786140822258
9,0.3137003897476722,14250,vs_right,-1.8942846532044815,-1.5805842634568092
9,0.3137003897476722,14750,vs_left,-3.853529251148502,-3.5398288614008298
9,0.3137003897476722,15250,vs_right,2.6335616314852137,2.947262021232886
9,0.3137003897476722,15750,vs_left,-1.4566084712812528,-1.1429080815335806
9,0.3137003897476722,16250,vs_right,4.547717603141096,4.861417992888768
9,0.3137003897476722,16750,vs_left,-0.5257947830275044,-0.21209439327983215
9,0.3137003897476722,17250,vs_right,-1.284178924985646,-0.9704785352379737
9,0.3137003897476722,17750,vs_left,0.11729930828136932,0.43099969802904153
9,0.3137003897476722,18250,vs_right,-3.920638711546942,-3.60693832179927
9,0.3137003897476722,18750,vs_left,0.5575389871966808,0.871239376944353
9,0.3137003897476722,19250,vs_right,-2.171994434247929,-1.8582940445002567
9,0.3137003897476722,19750,vs_left,-2.3073489167480785,-1.9936485270004063
10,0.31747288265237483,250,vs_right,0.6829716144040959,1.0004444970564708
10,0.31747288265237483,750,vs_left,2.842570975137992,3.1600438577903667
10,0.31747288265237483,1250,vs_right,-0.46535520731862906,-0.14788232466625423
10,0.31747288265237483,1750,vs_left,-1.0439543792365107,-0.7264814965841359
10,0.31747288265237483,2250,vs_right,-3.5363229452503404,-3.2188500625979657
10,0.31747288265237483,2750,vs_left,-2.1679797548207898,-1.850506872168415
10,0.31747288265237483,3250,vs_right,-2.0259661131675473,-1.7084932305151725
10,0.31747288265237483,3750,vs_left,-2.189956479155227,-1.8724835965028523
10,0.31747288265237483,4250,vs_right,-1.7655303061963155,-1.4480574235439407
10,0.31747288265237483,4750,vs_left,2.410104830532534,2.7275777131849086
10,0.31747288265237483,5250,vs_right,-2.859083471449664,-2.541610588797289
10,0.31747288265237483,5750,vs_left,1.8563422114800863,2.173815094132461
10,0.31747288265237483,6250,vs_right,-2.3336598155564197,-2.016186932904045
